entity1,relations,entity2
Q421072,P2868,Q127060
Q2555060,P2175,Q154878
Q2555060,P2175,Q221668
Q2555060,P2175,Q12156
Q1410808,P1995,Q162555
Q1410808,P1995,Q1221899
Q34687,P2670,Q7432
Q420009,P2175,Q202758
Q420009,P2868,Q575890
Q134768,P186,Q40050
Q1166142,P1995,Q171171
Q653197,P1995,Q171171
Q2697787,P1995,Q171171
Q936417,P1995,Q162555
Q15098235,P1382,Q481609
Q10990,P1582,Q7377
Q124292,P1995,Q162555
Q2147401,P1995,Q162555
Q994554,P927,Q9645
Q157853,P105,Q7432
Q26981430,P636,Q420054
Q26981430,P2959,Q190875
Q581592,P1995,Q162555
Q4667534,P1995,Q162555
Q174789,P111,Q36253
Q121041,P780,Q127076
Q422210,P2175,Q172941
Q422210,P2175,Q537297
Q422210,P2175,Q298230
Q422210,P2175,Q653971
Q422210,P2175,Q183130
Q420394,P2175,Q183130
Q420394,P2175,Q12192
Q420394,P2175,Q298230
Q420394,P2175,Q911386
Q537297,P2176,Q409492
Q537297,P2176,Q422210
Q537297,P2176,Q411159
Q417897,P2175,Q101896
Q417897,P2175,Q221668
Q417897,P2868,Q12187
Q3392956,P1995,Q120569
Q831530,P1995,Q171171
Q831530,P2176,Q169569
Q831530,P2176,Q422442
Q2012569,P1995,Q1221899
Q2012569,P2176,Q419652
Q2012569,P2176,Q416331
Q172941,P1995,Q120569
Q172941,P2176,Q422210
Q172941,P2176,Q620730
Q172941,P689,Q134955
Q172941,P828,Q188724
Q172941,P780,Q537297
Q347621,P2868,Q188724
Q520127,P1995,Q938196
Q520127,P1995,Q12128
Q520127,P2176,Q201928
Q520127,P2176,Q169569
Q520127,P828,Q662860
Q421475,P2868,Q422549
Q411159,P2175,Q537297
Q411159,P2175,Q653971
Q349427,P2868,Q162657
Q419394,P769,Q410061
Q419394,P769,Q4890934
Q419394,P769,Q422438
Q419394,P769,Q41576
Q419394,P769,Q174259
Q419394,P769,Q213511
Q419394,P769,Q251347
Q419394,P769,Q179996
Q419394,P769,Q10354103
Q419394,P769,Q417597
Q419394,P769,Q413591
Q419394,P2868,Q721432
Q194406,P462,Q23444
Q146444,P509,Q12078
Q410595,P2175,Q159701
Q410595,P129,Q22676679
Q47715,P1995,Q83042
Q1049655,P1995,Q83042
Q55434,P769,Q418656
Q55434,P2175,Q81938
Q55434,P2868,Q427523
Q55434,P2868,Q940
Q174723,P2868,Q427523
Q174723,P2868,Q940
Q174723,P2175,Q81938
Q174723,P2175,Q35805
Q422112,P769,Q418656
Q422112,P2175,Q181923
Q182581,P2579,Q101929
Q883863,P1995,Q83042
Q134492,P105,Q7432
Q1639616,P2175,Q221668
Q1639616,P2175,Q101896
Q1639616,P2868,Q12187
Q202476,P681,Q7868
Q1379223,P1542,Q14890574
Q420360,P2175,Q178069
Q420360,P2175,Q41861
Q420360,P2868,Q575890
Q221520,P2175,Q41861
Q221520,P2175,Q794086
Q221520,P2868,Q200656
Q280786,P2175,Q41861
Q416584,P2868,Q575890
Q74560,P1542,Q14890574
Q3667186,P2176,Q238512
Q3667186,P1995,Q171171
Q1494682,P1995,Q1221899
Q422442,P2175,Q153356
Q422442,P2175,Q156050
Q422442,P2175,Q876887
Q422442,P2175,Q12192
Q422442,P2175,Q201989
Q422442,P2175,Q229256
Q422442,P2175,Q831530
Q422442,P2868,Q12187
Q847583,P1995,Q10379
Q217111,P2176,Q170304
Q217111,P2176,Q26272
Q217111,P2176,Q132621
Q217111,P1995,Q10379
Q1243800,P2175,Q180762
Q592802,P2175,Q41861
Q592802,P2868,Q575890
Q4890934,P769,Q417597
Q4890934,P769,Q410061
Q4890934,P769,Q422438
Q4890934,P769,Q41576
Q4890934,P769,Q174259
Q4890934,P769,Q213511
Q4890934,P769,Q251347
Q4890934,P769,Q179996
Q4890934,P769,Q10354103
Q4890934,P769,Q419394
Q4890934,P769,Q413591
Q4890934,P2175,Q41861
Q4890934,P2175,Q180762
Q4890934,P2868,Q575890
Q417597,P769,Q410061
Q417597,P769,Q4890934
Q417597,P769,Q422438
Q417597,P769,Q41576
Q417597,P769,Q174259
Q417597,P769,Q213511
Q417597,P769,Q251347
Q417597,P769,Q179996
Q417597,P769,Q10354103
Q417597,P769,Q419394
Q417597,P769,Q413591
Q424952,P2175,Q41861
Q424952,P2175,Q180762
Q424952,P2868,Q575890
Q243547,P2175,Q81938
Q243547,P2868,Q173235
Q277785,P2175,Q41861
Q277785,P2868,Q575890
Q925092,P1995,Q10379
Q925092,P2176,Q190012
Q925092,P2176,Q216935
Q5283,P186,Q623
Q5984366,P2868,Q200656
Q958087,P2175,Q41861
Q958087,P2175,Q180762
Q958087,P2868,Q575890
Q411347,P2175,Q41861
Q411347,P2175,Q180762
Q411347,P2868,Q575890
Q505142,P1995,Q103824
Q3358864,P1995,Q103824
Q407936,P2868,Q146505
Q408676,P2175,Q62736
Q408676,P2175,Q101991
Q408676,P2868,Q188724
Q112670,P1995,Q162555
Q1200226,P1995,Q171171
Q2088972,P1995,Q171171
Q244150,P2175,Q221668
Q244150,P2175,Q101896
Q244150,P2868,Q12187
Q25237,P105,Q7432
Q773449,P2175,Q165135
Q773449,P2175,Q16501
Q423288,P769,Q418656
Q423288,P2175,Q181923
Q423288,P2175,Q81938
Q58396,P769,Q418656
Q58396,P2175,Q181923
Q58396,P2175,Q81938
Q408471,P769,Q418656
Q408471,P2175,Q202387
Q408471,P2175,Q154430
Q637247,P2175,Q35869
Q637247,P2175,Q199804
Q416473,P2175,Q35869
Q416473,P2868,Q927234
Q424340,P2175,Q35869
Q424340,P2868,Q927234
Q407158,P2868,Q189720
Q25271,P137,Q42262
Q124490,P1542,Q81938
Q124490,P1542,Q193078
Q412194,P2175,Q154430
Q17930,P1995,Q7867
Q664174,P780,Q188008
Q910576,P171,Q808
Q418625,P2175,Q166019
Q250365,P1995,Q83042
Q14401,P156,Q10897
Q58397,P769,Q418656
Q58397,P2175,Q81938
Q58397,P2175,Q133823
Q423686,P681,Q79899
Q423686,P681,Q220599
Q423686,P681,Q30869
Q416095,P681,Q79899
Q416095,P681,Q220599
Q1981345,P1995,Q162555
Q1185089,P2175,Q81938
Q1185089,P2175,Q133823
Q1185089,P2868,Q427523
Q1185089,P2868,Q940
Q1277793,P1995,Q83042
Q172713,P1050,Q477415
Q2014797,P2868,Q188724
Q2014797,P2175,Q133823
